vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
2,14316,Trustmark Dealer,Petrol,Manual,21.21,1197,81.8,5,535000
5,75000,Dealer,Petrol,Manual,17.8,1497,117.3,5,685000
4,42000,Dealer,Petrol,Automatic,18.6,1368,98.63,5,545000
6,65000,Dealer,Diesel,Automatic,13.0,2987,261.5,5,2490000
5,66000,Dealer,Diesel,Manual,27.3,1498,98.6,5,625000
3,45002,Dealer,Petrol,Manual,18.2,1199,88.7,5,650000
11,50503,Dealer,Petrol,Manual,17.92,1086,62.1,5,190000
4,49000,Dealer,Petrol,Manual,15.9,1496,120.69,5,669000
5,21000,Dealer,Petrol,Manual,20.73,1373,91.1,5,615000
8,38000,Dealer,Petrol,Manual,16.47,1198,73.9,5,376000
4,40000,Dealer,Petrol,Manual,13.24,1598,102.57,5,690000
4,40000,Dealer,Diesel,Manual,24.0,1120,70.0,5,395000
12,65000,Dealer,Petrol,Manual,16.1,1298,88.2,5,210000
6,47000,Dealer,Petrol,Manual,18.9,998,67.1,5,325000
4,23000,Dealer,Petrol,Manual,18.9,1197,81.86,5,455000
11,85000,Dealer,Petrol,Manual,17.0,1197,80.0,5,250000
5,60000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,685000
5,58000,Dealer,Petrol,Manual,20.85,1197,83.14,5,440000
7,70000,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1265000
6,60000,Individual,Diesel,Manual,24.8,1396,88.7,5,600000
10,64332,Dealer,Diesel,Automatic,14.21,2143,203.0,5,1050000
7,125000,Individual,Diesel,Manual,25.8,1498,98.6,5,290000
9,60943,Dealer,Petrol,Manual,20.92,998,67.1,5,265000
9,61000,Dealer,CNG,Manual,26.6,998,58.16,5,240000
4,34000,Dealer,Petrol,Automatic,19.16,2487,214.5,5,2400000
2,60000,Individual,CNG,Manual,31.79,998,58.33,5,400000
7,90000,Dealer,Diesel,Manual,22.7,1498,89.84,5,498000
9,55236,Dealer,Petrol,Manual,17.5,1298,85.8,5,350000
7,60000,Individual,Diesel,Manual,22.54,1396,88.73,5,450000
2,25000,Individual,Petrol,Manual,19.1,1368,98.6,5,850000
9,126657,Dealer,Diesel,Manual,12.99,2494,100.0,7,535000
7,48000,Dealer,Petrol,Automatic,18.9,1197,81.86,5,345000
15,70000,Individual,Petrol,Automatic,12.9,1799,130.0,5,200000
6,67000,Dealer,Diesel,Manual,19.87,1461,83.8,5,510000
1,10000,Individual,Petrol,Manual,23.26,1197,88.5,5,675000
8,64735,Dealer,Diesel,Manual,21.9,1396,88.76,5,325000
11,73000,Dealer,CNG,Manual,26.6,998,58.16,5,210000
12,92000,Individual,Diesel,Manual,19.3,1248,73.9,5,199000
6,25720,Dealer,Petrol,Manual,17.8,1497,117.3,5,765000
5,480000,Dealer,Diesel,Manual,24.3,1248,88.5,5,650000
2,20000,Dealer,Petrol,Manual,17.4,1497,117.6,5,1075000
10,68000,Dealer,Diesel,Automatic,18.48,1995,177.0,5,1050000
4,29000,Dealer,Petrol,Manual,20.89,1197,81.8,5,520000
9,75000,Dealer,Diesel,Manual,17.2,1968,138.1,5,500000
6,65000,Dealer,Diesel,Automatic,18.12,1995,190.0,5,2300000
4,29000,Dealer,Diesel,Automatic,11.0,2987,258.0,7,6500000
2,29500,Dealer,Petrol,Manual,16.11,1196,72.42,5,424000
5,50000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,940000
5,55000,Dealer,CNG,Manual,32.52,998,58.33,5,325000
4,15000,Individual,Petrol,Manual,18.6,1197,81.83,5,620000
5,67195,Dealer,Petrol,Manual,21.21,1197,81.8,5,510000
2,12000,Dealer,CNG,Manual,15.1,1196,73.0,5,420000
8,70000,Dealer,Diesel,Manual,20.5,1598,103.5,5,375000
6,38000,Dealer,Diesel,Automatic,19.27,2143,170.0,5,2399000
4,39000,Dealer,Diesel,Manual,24.0,1120,70.0,5,395000
6,45000,Dealer,Diesel,Manual,15.1,2179,140.0,7,745000
7,54349,Dealer,Diesel,Automatic,17.2,1968,138.03,5,990000
10,55000,Dealer,Petrol,Manual,20.36,1197,78.9,5,200000
7,41700,Dealer,Petrol,Automatic,7.81,5461,362.9,5,5200000
7,54000,Dealer,Petrol,Manual,18.9,1197,82.0,5,365000
5,42000,Dealer,Diesel,Manual,24.3,1248,88.5,5,725000
9,86000,Individual,Diesel,Manual,15.1,2179,140.0,7,500000
4,48000,Dealer,Petrol,Automatic,12.0,1991,184.0,5,3990000
7,44202,Dealer,Petrol,Automatic,17.21,1197,103.6,5,515000
7,30167,Dealer,Diesel,Manual,25.2,1248,74.0,5,385000
4,34000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,2800000
5,53123,Dealer,Petrol,Manual,17.8,1497,117.3,5,700000
7,143000,Individual,Diesel,Manual,13.0,2982,168.5,7,1300000
5,50000,Dealer,Petrol,Manual,18.6,1197,81.83,5,500000
7,60000,Dealer,Petrol,Manual,18.6,1197,85.8,5,350000
5,72000,Dealer,Diesel,Manual,21.7,1498,98.96,5,660000
9,106059,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1230000
7,65706,Dealer,Petrol,Manual,17.01,1591,121.3,5,510000
9,75000,Dealer,Diesel,Automatic,17.2,1968,138.1,5,500000
11,50000,Individual,Petrol,Manual,19.81,1086,68.05,5,215000
4,51000,Dealer,Diesel,Manual,26.21,1248,88.5,5,690000
6,64000,Dealer,Petrol,Automatic,19.16,2494,158.2,5,1700000
8,30764,Dealer,Petrol,Manual,23.95,998,67.05,5,250000
4,30000,Dealer,Petrol,Manual,18.6,1197,81.83,5,525000
2,20000,Dealer,Diesel,Automatic,13.68,2393,147.51,7,1875000
4,32000,Dealer,Petrol,Manual,15.8,1591,121.3,5,1095000
5,75000,Dealer,Diesel,Automatic,21.66,1498,103.52,5,675000
9,98000,Dealer,Diesel,Automatic,12.7,2179,187.7,5,2090000
6,70727,Trustmark Dealer,Petrol,Automatic,16.5,1499,110.0,5,605000
5,34000,Dealer,Petrol,Manual,21.01,1197,81.8,5,520000
7,41000,Dealer,Petrol,Manual,22.74,796,47.3,5,225000
11,48000,Dealer,Petrol,Manual,20.36,1197,78.9,5,225000
4,50000,Dealer,Petrol,Manual,17.4,1497,117.6,5,760000
10,80292,Dealer,Petrol,Manual,20.36,1197,78.9,5,200000
5,46800,Dealer,Petrol,Manual,20.85,1197,83.14,5,485000
3,19850,Dealer,Diesel,Manual,28.09,1248,88.5,5,799000
6,30000,Dealer,Diesel,Manual,19.67,1582,126.2,5,865000
5,85000,Dealer,Diesel,Automatic,17.2,1969,235.0,7,4100000
8,72156,Dealer,Diesel,Manual,22.32,1582,126.32,5,425000
4,17000,Dealer,Diesel,Manual,23.0,1498,98.96,5,730000
4,46000,Dealer,Diesel,Manual,25.5,1498,98.6,5,725000
10,64100,Dealer,Petrol,Manual,20.92,998,67.1,5,210000
4,15000,Dealer,Petrol,Automatic,13.0,1591,121.3,5,1200000
5,64000,Dealer,Diesel,Manual,15.4,2179,120.0,8,1075000
6,120000,Individual,Diesel,Automatic,15.4,2179,120.0,7,950000
5,170000,Individual,CNG,Manual,17.5,1373,80.46,7,600000
12,63000,Individual,Petrol,Manual,19.7,796,46.3,5,140000
8,64000,Dealer,Diesel,Manual,25.8,1498,98.6,5,325000
9,37000,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1225000
4,14000,Individual,Petrol,Manual,18.6,1197,81.83,5,525000
4,18000,Dealer,Diesel,Automatic,22.69,1995,190.0,5,2800000
6,55000,Dealer,Diesel,Manual,28.4,1248,74.02,5,500000
6,92380,Dealer,Diesel,Manual,23.9,1582,126.2,5,585000
6,85000,Dealer,Diesel,Manual,12.99,2494,100.6,7,1049000
2,36000,Individual,Petrol,Manual,21.79,998,67.05,5,410000
1,21005,Dealer,Petrol,Manual,21.21,1197,81.8,5,645000
4,25000,Dealer,Petrol,Automatic,20.28,1462,103.25,5,740000
8,45000,Dealer,Petrol,Manual,20.36,1197,78.9,5,290000
13,61400,Dealer,Petrol,Manual,18.9,998,67.1,5,128000
4,65434,Dealer,Diesel,Manual,13.68,2393,147.8,7,1575000
6,59861,Dealer,Petrol,Manual,18.0,1198,86.7,5,387000
7,90000,Dealer,Petrol,Manual,19.81,1086,68.05,5,300000
3,8610,Trustmark Dealer,Petrol,Automatic,19.56,1197,81.8,5,725000
9,54000,Dealer,Petrol,Manual,18.5,1197,82.85,5,315000
6,68000,Dealer,Petrol,Manual,18.9,1197,82.0,5,421000
11,44000,Dealer,Diesel,Manual,12.8,2494,102.0,7,700000
6,41000,Dealer,Petrol,Manual,18.9,1197,81.86,5,368000
2,20000,Dealer,Petrol,Manual,21.4,1197,83.1,5,635000
9,74841,Dealer,Diesel,Manual,15.4,2523,75.0,7,440000
4,44507,Dealer,Petrol,Manual,20.65,1462,103.25,5,690000
8,70000,Dealer,Diesel,Automatic,10.0,2148,170.0,5,1025000
4,30073,Dealer,Petrol,Manual,18.0,1198,86.7,5,475000
8,50000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,1600000
6,46500,Dealer,Diesel,Automatic,13.5,2967,240.0,5,6000000
8,68000,Dealer,CNG,Manual,33.44,796,40.3,4,150000
5,54000,Dealer,Diesel,Manual,24.3,1248,88.5,5,750000
7,40000,Individual,Petrol,Manual,16.02,1373,93.7,7,650000
3,11000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,2275000
8,60000,Individual,Diesel,Manual,22.32,1582,126.3,5,400000
5,52000,Dealer,Petrol,Manual,13.0,1591,121.3,5,949000
4,50000,Dealer,Diesel,Manual,24.0,1186,73.97,5,440000
10,56000,Dealer,Petrol,Manual,17.0,1497,118.0,5,325000
7,60000,Dealer,Petrol,Automatic,14.3,1598,103.6,5,490000
2,17000,Dealer,Petrol,Manual,18.9,1197,82.0,5,490000
5,70000,Dealer,Diesel,Manual,13.5,2198,157.7,7,2095000
12,55000,Dealer,Petrol,Manual,13.9,1599,103.2,5,250000
7,62000,Dealer,Petrol,Manual,20.36,1197,78.9,5,310000
2,23000,Dealer,Petrol,Manual,19.34,1462,103.0,7,830000
7,46000,Dealer,Diesel,Manual,26.0,1498,98.6,5,469000
2,3000,Dealer,Petrol,Automatic,16.5,1799,139.46,5,1750000
3,8253,Dealer,Diesel,Automatic,17.68,1968,174.33,5,3560000
6,15000,Individual,Petrol,Manual,18.9,1197,82.0,5,470000
5,52000,Dealer,Diesel,Manual,19.64,1461,108.45,5,570000
5,85000,Dealer,Petrol,Automatic,19.16,2494,158.2,5,1850000
3,30000,Dealer,Petrol,Manual,17.19,1197,81.86,5,550000
10,83000,Dealer,Diesel,Manual,19.3,1248,73.9,5,260000
1,2085,Dealer,Petrol,Manual,21.01,1197,81.8,5,690000
13,11000,Dealer,Petrol,Manual,14.0,1061,64.0,5,195000
14,79000,Dealer,Diesel,Manual,12.99,2494,100.6,7,265000
6,80000,Individual,Diesel,Manual,22.54,1396,88.73,5,450000
4,34000,Dealer,Diesel,Manual,22.54,1396,88.73,5,680000
5,58000,Dealer,Petrol,Manual,20.85,1197,83.14,5,450000
13,80000,Individual,Petrol,Manual,18.9,1061,67.0,5,95000
9,64345,Dealer,Diesel,Manual,15.1,2179,140.0,7,490000
3,3700,Dealer,Diesel,Manual,23.9,1582,126.2,5,1220000
9,41890,Dealer,Petrol,Manual,17.0,1197,80.0,5,300000
4,20000,Individual,Petrol,Manual,22.7,799,53.64,5,225000
6,54000,Dealer,Diesel,Automatic,21.66,1498,103.52,5,650000
4,33000,Dealer,Diesel,Manual,24.3,1248,88.5,5,675000
8,67234,Dealer,Diesel,Manual,22.7,1498,89.84,5,400000
11,75000,Dealer,Petrol,Manual,17.0,1497,118.0,5,265000
8,39000,Dealer,Diesel,Automatic,19.27,2143,170.0,5,1349000
6,19000,Dealer,Petrol,Manual,20.63,1198,67.06,5,261000
6,57000,Dealer,Diesel,Manual,26.0,1498,98.6,5,525000
2,25000,Dealer,Diesel,Manual,25.47,1248,88.5,7,1075000
7,157000,Individual,Diesel,Manual,20.45,1461,83.8,5,550000
4,41000,Dealer,Petrol,Manual,17.8,1497,117.3,5,750000
1,2000,Dealer,Petrol,Manual,21.4,1197,83.1,5,675000
11,86245,Dealer,Petrol,Manual,17.0,1497,118.0,5,305000
7,55837,Dealer,Petrol,Manual,17.5,1197,85.8,5,415000
2,7500,Dealer,Petrol,Automatic,14.28,1998,254.7,4,5700000
9,52000,Dealer,Petrol,Manual,16.8,1497,116.3,5,410000
8,89005,Dealer,Diesel,Manual,22.7,1498,89.84,5,450000
5,40000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1850000
1,9000,Dealer,CNG,Manual,26.6,998,58.16,5,545000
7,75000,Dealer,Petrol,Manual,18.9,1197,82.0,5,390000
4,61000,Individual,Diesel,Manual,12.4,2499,134.0,5,1100000
6,29437,Trustmark Dealer,Petrol,Manual,22.74,796,47.3,5,265000
3,69785,Dealer,Petrol,Automatic,22.0,1197,81.8,5,590000
6,75000,Dealer,Diesel,Manual,28.4,1248,74.0,5,425000
9,51000,Dealer,Petrol,Automatic,14.74,1991,181.04,5,1190000
4,51000,Dealer,Petrol,Manual,21.4,1197,83.1,5,565000
6,35000,Individual,Petrol,Manual,18.9,1197,82.0,5,390000
6,80000,Individual,Diesel,Manual,23.4,1248,74.0,5,365000
8,65000,Dealer,Petrol,Manual,13.14,1798,157.8,5,499000
10,41000,Dealer,Petrol,Manual,15.04,1598,103.6,5,325000
3,30000,Dealer,Diesel,Manual,13.68,2393,147.51,8,1600000
4,46000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1870000
10,120000,Individual,Diesel,Manual,19.3,1248,73.9,5,180000
5,85000,Dealer,Petrol,Automatic,19.16,2487,214.5,5,1850000
3,47000,Dealer,Petrol,Automatic,21.63,998,67.05,5,525000
7,120000,Individual,Diesel,Manual,15.1,2179,140.0,7,600000
9,72000,Dealer,Petrol,Manual,17.0,1497,118.0,5,450000
3,31000,Dealer,Petrol,Manual,22.0,1197,81.8,5,565000
3,17511,Dealer,Petrol,Automatic,19.0,1199,88.76,5,616000
13,70000,Dealer,Petrol,Automatic,8.45,2979,321.0,5,750000
6,20934,Dealer,Petrol,Manual,23.1,998,67.04,5,360000
11,90000,Dealer,Petrol,Manual,11.2,2497,203.0,5,1000000
5,29250,Trustmark Dealer,Petrol,Manual,18.9,1197,81.86,5,445000
2,4800,Dealer,Petrol,Manual,18.6,1197,81.86,5,660000
2,19323,Dealer,Petrol,Manual,17.0,1497,121.31,5,985000
2,14000,Dealer,Petrol,Automatic,19.0,1199,88.76,5,760000
3,27032,Dealer,Petrol,Automatic,18.2,1199,88.7,5,695000
11,110000,Individual,Diesel,Manual,20.0,1399,68.0,5,150000
6,40000,Dealer,Diesel,Manual,18.06,2523,63.0,7,650000
6,70000,Dealer,Diesel,Manual,27.39,1248,74.0,5,550000
6,57000,Dealer,Petrol,Manual,18.0,1198,86.7,5,390000
4,25000,Dealer,Petrol,Automatic,10.75,2694,163.7,7,1750000
8,75000,Dealer,Diesel,Manual,20.5,1598,103.6,5,350000
5,62235,Dealer,Diesel,Manual,25.2,1248,74.0,5,496000
9,97000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1175000
7,58500,Dealer,Diesel,Manual,25.8,1498,98.6,5,348000
7,51000,Dealer,Diesel,Manual,21.14,1498,103.52,5,460000
6,44000,Dealer,Petrol,Automatic,17.21,1197,103.5,5,525000
5,65000,Dealer,Diesel,Automatic,21.5,1498,108.5,5,595000
4,60000,Dealer,Diesel,Automatic,21.72,1498,108.6,5,690000
3,60000,Individual,Diesel,Manual,28.4,1248,74.02,5,627000
5,46000,Dealer,Petrol,Manual,18.0,1198,86.7,5,425000
10,50000,Dealer,Petrol,Manual,17.0,1497,118.0,5,349000
3,48000,Dealer,Diesel,Automatic,10.91,3198,197.0,7,2899000
4,65609,Dealer,Diesel,Manual,22.54,1396,88.73,5,600000
3,31000,Dealer,Petrol,Automatic,20.28,1462,103.25,5,890000
7,71000,Dealer,Petrol,Manual,16.47,1198,74.0,5,330000
9,53493,Dealer,Petrol,Manual,18.5,1197,82.85,5,350000
9,80000,Individual,Petrol,Manual,17.5,1197,85.8,5,400000
12,70000,Individual,Petrol,Automatic,16.8,1497,118.0,5,280000
6,45000,Dealer,Diesel,Manual,15.4,1997,120.0,7,950000
6,46497,Dealer,Petrol,Manual,18.9,1197,82.0,5,385000
9,55000,Dealer,Petrol,Manual,18.5,1197,80.0,5,265000
5,65000,Individual,Diesel,Manual,22.77,1498,98.59,5,530000
12,45000,Dealer,Petrol,Automatic,16.8,1497,116.4,5,295000
12,63000,Dealer,Petrol,Manual,21.79,998,67.05,5,125000
5,89000,Dealer,Diesel,Manual,28.09,1248,88.5,5,580000
3,20000,Dealer,Petrol,Automatic,22.0,1197,81.8,5,725000
2,10000,Dealer,Petrol,Manual,21.4,1197,83.1,5,625000
7,62000,Dealer,Diesel,Automatic,14.62,1493,113.42,5,690000
7,68000,Dealer,Diesel,Manual,22.32,1582,126.32,5,475000
7,51000,Dealer,Diesel,Manual,24.1,1498,97.9,5,490000
8,57000,Dealer,Diesel,Manual,20.45,1461,83.8,5,425000
4,37079,Dealer,Petrol,Manual,18.9,1197,82.0,5,540000
9,48000,Dealer,Diesel,Automatic,10.0,2148,170.0,5,1075000
3,22251,Trustmark Dealer,Petrol,Manual,22.0,1197,81.8,5,600000
2,20500,Dealer,Diesel,Manual,24.3,1248,88.5,5,915000
3,55000,Dealer,Diesel,Manual,22.1,1396,88.7,5,920000
11,65000,Dealer,Petrol,Manual,17.0,1497,118.0,5,350000
2,7982,Dealer,Petrol,Manual,16.8,1497,113.4,5,1180000
8,63000,Dealer,CNG,Manual,32.52,998,58.33,5,250000
2,30000,Dealer,Petrol,Automatic,14.38,1997,246.74,5,5000000
5,61000,Dealer,Diesel,Automatic,12.0,2987,224.0,7,4660000
5,40000,Individual,Diesel,Automatic,17.01,1582,126.2,5,1050000
6,25000,Individual,Petrol,Manual,18.0,1198,86.7,5,390000
7,72000,Dealer,Diesel,Manual,28.4,1248,74.0,5,385000
7,87200,Dealer,Petrol,Manual,18.0,1198,86.7,5,385000
4,46982,Dealer,Petrol,Manual,21.4,1197,83.1,5,572000
2,15000,Individual,Petrol,Manual,20.89,1197,81.8,5,500000
5,49000,Dealer,Diesel,Automatic,21.66,1498,103.52,5,660000
2,25000,Individual,CNG,Manual,21.94,1196,61.7,5,370000
4,35000,Dealer,Diesel,Automatic,12.51,2179,187.7,7,4650000
4,37999,Dealer,Petrol,Manual,18.6,1197,81.83,5,540000
7,53589,Dealer,Diesel,Manual,25.8,1498,98.6,5,350000
4,24000,Dealer,Petrol,Automatic,15.0,1991,194.4,5,4100000
3,17206,Dealer,Petrol,Automatic,20.3,1199,84.0,5,565000
7,52643,Dealer,Diesel,Manual,26.0,1498,98.6,5,525000
10,29800,Dealer,Diesel,Manual,16.2,1493,110.0,5,225000
2,40000,Dealer,Diesel,Manual,24.7,1047,69.0,5,529000
4,15759,Dealer,Petrol,Manual,19.02,1198,67.05,5,260000
6,56000,Dealer,Diesel,Manual,21.19,1396,88.73,5,585000
7,44000,Dealer,Diesel,Manual,26.0,1498,98.6,5,535000
10,55000,Dealer,Petrol,Automatic,10.4,2773,201.0,5,1340000
5,78648,Dealer,Diesel,Manual,22.77,1498,98.59,5,596000
5,100000,Individual,Diesel,Manual,22.77,1498,98.59,5,600000
7,53412,Dealer,Petrol,Automatic,23.1,998,67.04,5,300000
3,10080,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,5,720000
3,33000,Dealer,Diesel,Manual,21.7,1498,98.96,5,950000
8,55000,Dealer,Petrol,Manual,17.92,1086,62.1,5,225000
7,100000,Dealer,Diesel,Manual,15.4,1997,120.0,7,825000
8,80000,Individual,Diesel,Manual,20.0,1399,68.05,5,193000
8,49000,Dealer,Petrol,Automatic,14.74,1991,181.03,5,1290000
4,21000,Dealer,Diesel,Manual,26.32,1498,93.87,5,625000
7,28000,Dealer,Petrol,Manual,15.8,1499,110.0,5,565000
3,23000,Dealer,Petrol,Manual,18.6,1197,81.83,5,695000
3,41000,Dealer,Petrol,Manual,21.63,998,67.04,5,400000
9,65000,Dealer,Petrol,Manual,17.0,1197,80.0,5,320000
6,825000,Dealer,Diesel,Manual,19.67,1582,126.2,5,825000
6,59999,Dealer,Diesel,Manual,15.4,1997,120.0,7,845000
4,23082,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,5,625000
4,35000,Dealer,Petrol,Automatic,17.21,1197,103.5,5,750000
4,50000,Dealer,Diesel,Manual,16.0,2179,140.0,7,1300000
4,63000,Dealer,Diesel,Manual,24.3,1248,88.5,5,750000
5,38739,Dealer,Diesel,Manual,27.3,1498,98.6,5,575000
6,80000,Individual,Diesel,Manual,22.77,1498,98.59,5,585000
8,60000,Dealer,Diesel,Manual,20.5,1598,103.5,5,280000
2,10000,Dealer,Petrol,Manual,18.27,998,118.35,5,870000
4,30000,Individual,Petrol,Manual,17.01,1591,121.3,5,880000
1,1000,Dealer,Petrol,Manual,17.03,1462,103.26,5,1050000
4,5000,Dealer,Petrol,Manual,17.5,1199,88.7,5,790000
10,60000,Dealer,Petrol,Manual,20.92,998,67.1,5,195000
13,72000,Dealer,Petrol,Automatic,10.13,3498,364.9,5,999000
2,17000,Dealer,Diesel,Manual,22.77,1498,98.59,5,925000
6,57000,Dealer,Petrol,Manual,20.73,1373,91.1,5,490000
8,38000,Dealer,Petrol,Manual,22.74,796,47.3,5,190000
4,34000,Dealer,Petrol,Manual,17.0,1199,118.3,5,690000
6,33000,Dealer,Diesel,Automatic,18.88,1995,184.0,5,2080000
8,61154,Dealer,Petrol,Manual,20.51,998,67.04,5,255000
5,31000,Dealer,Petrol,Manual,15.9,1496,120.69,5,675000
9,58455,Dealer,Diesel,Manual,15.1,2179,140.0,7,450000
4,25396,Dealer,Petrol,Automatic,20.51,998,67.0,5,410000
3,12000,Dealer,Petrol,Automatic,17.4,1197,81.86,5,845000
10,65000,Dealer,Petrol,Manual,17.0,1497,118.0,5,350000
10,120000,Individual,Diesel,Manual,20.0,1399,68.0,5,150000
4,48000,Dealer,Petrol,Manual,19.0,1197,85.8,5,475000
8,68450,Dealer,Petrol,Manual,22.74,796,47.3,5,245000
7,43000,Dealer,Diesel,Manual,22.7,1498,89.84,5,540000
5,53000,Dealer,Petrol,Automatic,16.05,1499,110.4,5,680000
2,18000,Dealer,Diesel,Automatic,10.91,3198,197.0,7,2725000
8,26000,Dealer,Diesel,Manual,28.4,1248,74.0,5,365000
8,51405,Dealer,Diesel,Manual,28.4,1248,74.0,5,345000
15,50000,Individual,Petrol,Manual,17.7,1497,78.0,5,300000
4,18000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,3700000
4,56000,Dealer,Diesel,Manual,28.09,1248,88.5,5,665000
9,38000,Individual,Diesel,Automatic,15.2,1968,140.8,5,1175000
7,80000,Dealer,Diesel,Manual,20.14,1498,88.8,5,325000
7,60000,Dealer,Diesel,Automatic,16.55,1968,147.51,5,1275000
4,70000,Individual,Diesel,Manual,24.3,1248,88.5,5,700000
4,60000,Dealer,Petrol,Manual,18.9,1197,81.86,5,450000
4,55271,Dealer,CNG,Manual,26.2,998,58.2,5,365000
2,16000,Dealer,Diesel,Automatic,15.1,2179,152.87,7,1500000
6,49000,Dealer,Diesel,Manual,24.0,1120,70.0,5,370000
8,147000,Individual,Diesel,Manual,22.9,1248,74.0,5,350000
5,45700,Dealer,Diesel,Manual,24.52,1248,88.5,7,650000
5,12000,Dealer,Petrol,Manual,25.17,799,53.3,5,275000
4,42000,Dealer,Petrol,Manual,17.4,1497,117.6,5,880000
7,41000,Dealer,Petrol,Manual,18.9,1197,81.86,5,355000
4,45000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,990000
8,52000,Individual,Diesel,Manual,12.55,2982,168.5,7,1400000
7,62000,Dealer,Diesel,Manual,20.5,1598,103.5,5,345000
10,64000,Dealer,Petrol,Manual,17.92,1086,62.1,5,210000
9,65000,Dealer,Petrol,Manual,20.36,1197,78.9,5,235000
13,92000,Dealer,Petrol,Manual,19.7,796,46.3,5,115000
2,25000,Dealer,Diesel,Automatic,18.0,1969,190.0,5,4500000
4,62000,Dealer,Diesel,Manual,24.3,1248,88.5,5,650000
2,32000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,3300000
7,101895,Dealer,Diesel,Manual,20.45,1461,83.8,5,412000
6,41021,Dealer,Petrol,Manual,23.26,1197,88.5,5,500000
5,92000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1300000
8,62485,Dealer,Petrol,Manual,17.1,1591,121.3,5,445000
11,45000,Dealer,Petrol,Manual,20.36,1197,78.9,5,190000
11,120000,Dealer,Diesel,Manual,12.8,2494,102.0,7,511000
4,72000,Dealer,Diesel,Manual,25.1,1498,98.6,5,850000
5,35000,Dealer,Petrol,Automatic,16.05,1499,110.4,5,721000
12,52000,Dealer,Petrol,Manual,19.81,1086,68.05,5,190000
6,69000,Dealer,Diesel,Manual,24.1,1498,103.56,5,601000
8,64001,Dealer,Petrol,Automatic,17.01,1591,121.4,5,449000
4,40000,Dealer,Petrol,Manual,22.0,1197,81.8,5,515000
7,29000,Dealer,Petrol,Manual,18.9,1197,81.86,5,385000
4,40000,Individual,Petrol,Automatic,18.0,1497,117.3,5,940000
3,41000,Dealer,CNG,Manual,18.9,1197,65.39,5,470000
9,62000,Dealer,Diesel,Manual,22.07,1199,73.9,5,225000
4,57000,Dealer,Diesel,Manual,24.3,1248,88.5,5,825000
5,29000,Dealer,Petrol,Automatic,15.64,1798,167.62,5,1890000
6,52000,Dealer,Diesel,Manual,25.2,1248,74.0,5,415000
10,67000,Dealer,Petrol,Automatic,11.74,1796,186.0,5,950000
10,90000,Individual,Diesel,Manual,20.54,1598,103.6,5,350000
8,20000,Individual,Petrol,Manual,19.81,1086,68.05,5,300000
8,46000,Dealer,Petrol,Manual,16.47,1198,73.9,5,365000
7,34000,Dealer,Diesel,Manual,12.99,2494,100.6,7,825000
1,5125,Dealer,Diesel,Manual,17.0,1956,167.67,5,1650000
5,52000,Dealer,Diesel,Manual,19.67,1582,126.2,5,950000
4,36000,Dealer,Petrol,Manual,25.17,799,53.3,5,320000
7,74832,Dealer,Diesel,Automatic,21.21,1498,103.2,5,373000
7,60000,Individual,Diesel,Manual,25.8,1498,98.6,5,342000
3,38000,Dealer,CNG,Manual,26.6,998,58.16,5,415000
5,35286,Dealer,Petrol,Automatic,23.95,998,67.05,5,331000
4,58000,Individual,Diesel,Manual,27.39,1248,74.0,5,600000
2,14000,Dealer,Diesel,Automatic,14.75,2967,245.0,7,6645000
5,40000,Dealer,Petrol,Manual,18.6,1197,81.83,5,500000
7,53000,Dealer,Petrol,Automatic,12.98,2494,178.3,5,1099000
9,120000,Individual,Diesel,Manual,19.3,1248,73.9,5,325000
9,72545,Dealer,Diesel,Manual,22.32,1582,126.32,5,425000
10,58000,Dealer,Petrol,Manual,20.36,1197,78.9,5,210000
5,75000,Dealer,Petrol,Automatic,19.16,2487,214.5,5,2100000
7,65000,Dealer,Petrol,Manual,18.9,1197,82.0,5,399000
8,75000,Dealer,Diesel,Manual,25.8,1498,98.6,5,350000
5,12957,Trustmark Dealer,Petrol,Manual,23.1,998,67.04,5,400000
7,90000,Dealer,Diesel,Automatic,12.0,2987,224.0,7,3200000
5,28000,Dealer,Petrol,Manual,20.4,1197,83.11,5,440000
6,15000,Individual,Diesel,Manual,25.8,1498,98.6,5,525000
6,40212,Dealer,Petrol,Manual,17.8,1497,117.3,5,650000
4,45000,Dealer,Petrol,Manual,19.34,1462,103.0,7,745000
2,14000,Individual,Petrol,Manual,23.01,999,67.0,5,390000
