model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Ecosport,3,57000,Individual,Diesel,Manual,23.0,1498,98.96,5,950000
Octavia,7,106380,Individual,Diesel,Manual,20.6,1968,141.0,5,750000
Ecosport,3,50000,Individual,Diesel,Manual,23.0,1498,98.96,5,980000
XF,6,50000,Dealer,Diesel,Automatic,16.36,2179,187.7,5,2400000
7,4,21119,Dealer,Diesel,Automatic,16.46,2993,258.0,5,7500000
Ciaz,7,34900,Dealer,Diesel,Manual,26.21,1248,88.5,5,575000
Alto,10,35000,Individual,Petrol,Manual,20.92,998,67.1,5,220000
Ecosport,2,14000,Dealer,Diesel,Manual,23.0,1498,98.96,5,1240000
Yaris,3,41000,Dealer,Petrol,Automatic,17.8,1496,105.5,5,975000
Swift Dzire,9,49948,Dealer,Petrol,Manual,17.5,1298,85.8,5,340000
Celerio,5,35232,Dealer,Petrol,Automatic,23.1,998,67.04,5,445000
Tucson,3,19500,Dealer,Petrol,Automatic,12.95,1999,152.88,5,1785000
Swift,7,72597,Trustmark Dealer,Petrol,Manual,18.6,1197,85.8,5,365000
Swift Dzire,5,63581,Dealer,Petrol,Manual,20.85,1197,83.14,5,570000
Swift Dzire,9,45000,Dealer,Petrol,Manual,17.5,1298,85.8,5,340000
Verna,8,48265,Dealer,Petrol,Automatic,17.01,1591,121.4,5,415000
i20,10,89000,Dealer,Petrol,Automatic,15.0,1396,100.0,5,325000
Swift,8,79000,Dealer,Diesel,Manual,28.4,1248,74.0,5,448000
S-Presso,0,5000,Individual,Petrol,Manual,21.7,998,67.0,5,500000
Ecosport,5,41666,Dealer,Petrol,Automatic,15.63,1499,110.4,5,715000
3,11,75000,Dealer,Petrol,Automatic,12.05,1995,154.0,5,650000
C-Class,10,110500,Dealer,Petrol,Automatic,11.74,1796,186.0,5,900000
City,6,70000,Individual,Diesel,Manual,25.1,1498,98.6,5,700000
Ciaz,4,33529,Dealer,Petrol,Automatic,19.12,1373,91.1,5,925000
E-Class,7,40000,Individual,Diesel,Automatic,13.0,2143,204.0,5,2070000
i20,3,38000,Dealer,Petrol,Manual,18.6,1197,81.86,5,650000
Rapid,9,155000,Dealer,Diesel,Manual,21.14,1498,103.52,5,340000
Polo,6,91000,Dealer,Diesel,Manual,21.49,1498,108.5,5,565000
City,6,56210,Dealer,Diesel,Manual,26.0,1498,98.6,5,875000
i20,5,57437,Dealer,Diesel,Manual,22.54,1396,88.73,5,679000
XC,6,54694,Dealer,Diesel,Manual,11.1,2400,200.0,7,2400000
Thar,2,5000,Dealer,Diesel,Manual,16.55,2498,105.0,6,975000
Figo,9,110000,Individual,Diesel,Manual,20.0,1399,68.0,5,250000
Wagon R,5,36100,Dealer,CNG,Manual,26.6,998,58.16,5,414000
Swift Dzire,3,20000,Individual,Diesel,Manual,28.4,1248,74.02,5,650000
Swift Dzire,6,50000,Dealer,Petrol,Manual,20.85,1197,83.14,5,450000
Verna,2,9915,Dealer,Diesel,Automatic,22.0,1582,126.2,5,1590000
Vento,8,120000,Individual,Petrol,Manual,15.04,1598,103.6,5,400000
i10,10,76000,Individual,Petrol,Manual,19.81,1086,68.05,5,270000
i20,5,73251,Dealer,Diesel,Manual,22.54,1396,88.73,5,595000
Rapid,7,57118,Dealer,Diesel,Automatic,21.66,1498,103.52,5,560000
Innova,12,194532,Dealer,Diesel,Manual,12.8,2494,102.0,7,625000
C-Class,4,24500,Dealer,Diesel,Automatic,14.84,2143,170.0,5,2950000
Tiago,4,28000,Dealer,Petrol,Manual,23.84,1199,84.0,5,445000
i20,5,27000,Dealer,Petrol,Manual,17.0,1197,80.0,5,580000
Innova,3,38000,Dealer,Diesel,Manual,13.68,2393,147.8,8,1991000
Grand,7,51000,Dealer,Petrol,Manual,18.9,1197,82.0,5,474000
Rapid,6,67000,Dealer,Diesel,Manual,21.14,1498,103.52,5,425000
Verna,8,68000,Dealer,Diesel,Automatic,22.32,1582,126.32,5,475000
Baleno,4,24000,Dealer,Petrol,Manual,21.4,1197,83.1,5,565000
Polo,8,58000,Dealer,Diesel,Manual,22.07,1199,73.9,5,460000
5,6,67000,Dealer,Diesel,Automatic,18.12,1995,190.0,5,2575000
XUV500,3,45000,Dealer,Diesel,Automatic,15.1,2179,152.87,7,1495000
Grand,3,15914,Dealer,Petrol,Manual,18.9,1197,81.86,5,510000
Scorpio,5,44000,Individual,Diesel,Manual,15.4,1997,120.0,7,1000000
i10,8,13450,Dealer,Petrol,Manual,19.81,1086,68.05,5,290000
Alto,8,47000,Dealer,Petrol,Manual,20.92,998,67.1,5,280000
Ertiga,4,51234,Dealer,Diesel,Manual,24.52,1248,88.5,7,881000
Creta,4,50000,Individual,Diesel,Manual,19.67,1582,126.2,5,1200000
i20,1,5000,Individual,Petrol,Automatic,17.4,1197,81.86,5,730000
Alto,15,55000,Dealer,Petrol,Manual,19.7,796,46.3,5,95000
Superb,5,65000,Dealer,Petrol,Automatic,14.67,1798,177.46,5,1515000
XUV500,6,63516,Dealer,Diesel,Manual,15.1,2179,140.0,7,850000
i20,6,81465,Dealer,Petrol,Manual,18.6,1197,81.83,5,490000
Verna,8,35212,Dealer,Diesel,Manual,25.0,1493,113.42,5,500000
Alto,8,52000,Dealer,Petrol,Manual,20.92,998,67.1,5,260000
Swift Dzire,3,18677,Dealer,Petrol,Manual,22.0,1197,81.8,5,657000
Rover,9,70000,Dealer,Diesel,Automatic,12.7,2179,187.7,5,2100000
Figo,11,89254,Dealer,Diesel,Manual,20.0,1399,68.0,5,285000
5,11,90000,Dealer,Diesel,Automatic,11.5,2993,235.0,5,1695000
Scorpio,1,15000,Individual,Diesel,Manual,15.4,2523,75.0,7,675000
i20,11,23000,Dealer,Petrol,Manual,17.0,1197,80.0,5,275000
i10,13,93535,Dealer,Petrol,Manual,19.81,1086,68.05,5,275000
Innova,8,148712,Dealer,Diesel,Manual,12.99,2494,100.6,7,1175000
Ecosport,3,29500,Dealer,Diesel,Manual,23.0,1498,98.96,5,950000
Innova,14,315000,Individual,Diesel,Manual,12.8,2494,102.0,8,500000
Endeavour,9,85000,Dealer,Diesel,Automatic,12.8,2953,156.0,7,645000
Figo,5,145000,Individual,Diesel,Manual,25.83,1498,99.0,5,400000
i10,12,80000,Individual,Petrol,Manual,20.36,1197,78.9,5,130000
Baleno,3,20000,Individual,Petrol,Manual,21.4,1197,83.1,5,580000
Swift Dzire,4,77500,Dealer,Diesel,Manual,28.4,1248,74.02,5,525000
Wagon R,3,23000,Dealer,Petrol,Automatic,20.51,998,67.0,5,465000
i10,5,10000,Individual,Petrol,Manual,19.81,1086,68.05,5,380000
Wagon R,5,64224,Dealer,CNG,Manual,33.54,998,67.04,5,375000
Swift Dzire,7,56000,Dealer,Diesel,Manual,23.4,1248,74.0,5,410000
XUV500,7,86436,Dealer,Diesel,Manual,15.1,2179,140.0,7,780000
Innova,4,61000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1445000
Alto,2,40000,Individual,Petrol,Manual,24.7,796,47.3,5,290000
Verna,7,77000,Dealer,Diesel,Manual,22.32,1582,126.3,5,485000
Amaze,5,40000,Dealer,Petrol,Manual,18.0,1198,86.7,5,475000
Kicks,2,11687,Trustmark Dealer,Petrol,Manual,14.23,1498,104.55,5,880000
i20,10,52846,Dealer,Petrol,Manual,17.0,1197,80.0,5,385000
Ertiga,1,5000,Individual,Petrol,Automatic,17.99,1462,103.26,7,900000
A6,5,35000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,3125000
Camry,5,85000,Dealer,Petrol,Automatic,19.16,2494,158.2,5,1850000
Superb,9,55000,Dealer,Petrol,Automatic,13.7,1798,157.75,5,560000
A6,7,76000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,2150000
Vento,5,61000,Dealer,Petrol,Manual,15.04,1598,103.2,5,640000
C-Class,8,66000,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1475000
Tiago,2,11000,Individual,Petrol,Manual,23.84,1199,84.0,5,555000
Swift,2,10000,Individual,Petrol,Manual,21.21,1197,81.8,5,595000
Swift Dzire,6,43290,Trustmark Dealer,Petrol,Manual,20.85,1197,83.14,5,585000
i20,3,30000,Dealer,Petrol,Manual,17.19,1197,81.86,5,550000
5,4,22000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,3350000
Bolero,2,35000,Individual,Diesel,Manual,15.96,2523,63.0,9,870000
Ertiga,5,10000,Individual,Petrol,Manual,17.5,1373,91.1,7,630000
i20,3,1493,Dealer,Petrol,Manual,18.6,1197,81.83,5,699000
Celerio,5,20000,Dealer,Petrol,Automatic,23.1,998,67.04,5,470000
i20,9,68000,Dealer,Diesel,Manual,21.9,1396,88.8,5,370000
GO,3,50000,Individual,Petrol,Manual,20.62,1198,67.0,7,440000
Tiago,3,110000,Individual,Petrol,Manual,23.84,1199,84.0,5,400000
Nexon,3,30000,Individual,Petrol,Manual,17.0,1198,108.5,5,750000
Ecosport,2,15000,Dealer,Diesel,Manual,22.77,1498,98.59,5,875000
Wagon R,7,27000,Dealer,Petrol,Manual,21.5,1197,81.8,5,370000
Creta,6,63000,Dealer,Petrol,Manual,15.8,1591,121.3,5,965000
Vitara,5,33254,Dealer,Diesel,Manual,24.3,1248,88.5,5,825000
Figo,4,32700,Individual,Petrol,Manual,18.16,1196,86.8,5,600000
City,6,54700,Dealer,Diesel,Manual,26.0,1498,98.6,5,600000
Superb,10,44275,Dealer,Petrol,Automatic,13.7,1798,157.75,5,535000
Vento,5,50000,Individual,Diesel,Automatic,22.15,1498,108.6,5,800000
Swift Dzire,11,120000,Individual,Petrol,Manual,17.5,1298,85.8,5,200000
CR-V,9,49049,Dealer,Petrol,Automatic,13.1,2354,141.1,5,750000
Bolero,11,120000,Individual,Diesel,Manual,13.6,2523,63.0,7,255000
KWID,3,17500,Individual,Petrol,Manual,23.01,999,67.0,5,360000
Harrier,2,20000,Individual,Diesel,Manual,17.0,1956,138.1,5,1700000
Swift Dzire,3,5000,Individual,Petrol,Automatic,21.21,1197,81.8,5,700000
Polo,5,29000,Dealer,Petrol,Automatic,17.21,1197,103.5,5,665000
Swift,11,36000,Individual,Petrol,Manual,16.6,1197,85.0,5,350000
Tiago,4,10000,Individual,Petrol,Manual,23.84,1199,84.0,5,425000
Grand,3,40000,Individual,Petrol,Manual,18.9,1197,81.86,5,450000
City,5,28000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,850000
Cooper,4,6000,Dealer,Petrol,Automatic,17.54,1598,184.0,5,3250000
i10,7,55000,Dealer,Petrol,Manual,20.36,1197,78.9,5,360000
CR-V,6,44089,Dealer,Petrol,Automatic,13.1,1997,141.1,5,1370000
Innova,9,120000,Individual,Diesel,Manual,12.99,2494,100.0,7,860000
i10,11,35000,Dealer,Petrol,Manual,20.36,1197,78.9,5,190000
5,5,35000,Individual,Diesel,Automatic,18.12,1995,190.0,5,3750000
Ciaz,6,49000,Dealer,Petrol,Manual,20.73,1373,91.1,5,635000
Figo,10,50000,Dealer,Petrol,Manual,15.6,1196,70.0,5,199000
Grand,7,45135,Dealer,Diesel,Manual,24.0,1120,70.0,5,360000
Innova,7,69000,Dealer,Diesel,Manual,12.99,2494,100.0,7,895000
3,7,89000,Dealer,Diesel,Automatic,18.88,1995,184.0,5,2150000
Swift Dzire,5,58000,Dealer,Petrol,Manual,20.85,1197,83.14,5,450000
Swift,6,120000,Individual,Petrol,Manual,20.4,1197,81.8,5,555000
Creta,5,52000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1050000
Amaze,7,81747,Dealer,Petrol,Manual,18.6,1199,88.76,5,400000
Verna,4,50000,Dealer,Diesel,Automatic,22.32,1582,126.32,5,880000
Eeco,8,72000,Dealer,CNG,Manual,20.88,1196,61.7,5,325000
KUV,4,35000,Individual,Petrol,Manual,18.15,1198,82.0,5,350000
Innova,10,95000,Individual,Diesel,Manual,12.8,2494,102.0,8,1200000
Wagon R,4,15000,Individual,Petrol,Automatic,20.51,998,67.0,5,505000
Swift,6,90000,Individual,Diesel,Manual,28.4,1248,74.0,5,420000
i10,8,44000,Individual,Petrol,Manual,19.81,1086,68.05,5,230000
i20,11,78500,Individual,Diesel,Manual,23.0,1396,90.0,5,200000
Grand,5,33000,Individual,Petrol,Manual,18.9,1197,82.0,5,450000
A6,10,34000,Dealer,Diesel,Automatic,12.4,2698,179.5,5,1100000
Wagon R,6,20292,Dealer,Petrol,Manual,20.51,998,67.04,5,335000
Swift,11,68000,Dealer,Petrol,Manual,22.0,1197,81.8,5,245000
Fortuner,8,136000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1295000
Verna,1,5000,Individual,Petrol,Manual,17.7,1497,113.42,5,816000
Camry,5,80000,Dealer,Petrol,Automatic,19.16,2494,157.7,5,1995000
Wagon R,4,51000,Dealer,Petrol,Automatic,20.51,998,67.0,5,450000
Fortuner,8,83000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1280000
Rapid,6,69000,Dealer,Diesel,Manual,21.14,1498,103.52,5,555000
Octavia,3,29000,Dealer,Diesel,Automatic,19.5,1968,141.0,5,2175000
Compass,4,45212,Dealer,Diesel,Manual,16.3,1956,170.0,5,1598000
Swift Dzire,4,25000,Individual,Petrol,Automatic,21.21,1197,81.8,5,630000
XUV500,9,120456,Dealer,Diesel,Manual,15.1,2179,140.0,7,825000
Innova,6,114000,Dealer,Diesel,Manual,12.99,2494,100.6,7,1275000
Elantra,3,22000,Dealer,Petrol,Manual,14.59,1999,149.92,5,1125000
Innova,6,65000,Dealer,Diesel,Manual,12.99,2494,100.6,7,850000
Safari,11,150000,Individual,Diesel,Manual,13.93,2179,138.0,7,350000
Celerio,3,22000,Dealer,Petrol,Manual,21.63,998,67.05,5,455000
GO,6,14000,Dealer,Petrol,Automatic,18.57,1198,76.43,7,265000
Ecosport,2,4000,Individual,Petrol,Manual,17.0,1497,121.36,5,800000
5,3,12000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,3900000
Tiago,3,42000,Dealer,Petrol,Manual,23.84,1199,84.0,5,520000
A4,8,35000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1375000
i10,8,40000,Individual,Petrol,Manual,19.81,1086,68.05,5,295000
Polo,5,98000,Dealer,Diesel,Manual,20.14,1498,88.0,5,599000
Innova,9,198000,Dealer,Diesel,Manual,12.8,2494,102.0,7,1125000
Wagon R,5,37208,Trustmark Dealer,CNG,Manual,33.54,998,67.04,5,365000
3,11,96000,Dealer,Diesel,Automatic,22.69,1995,190.0,5,974000
A6,3,24000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,3490000
Wagon R,5,21517,Dealer,Petrol,Manual,18.9,998,67.1,5,315000
Wagon R,7,43000,Individual,Petrol,Manual,20.51,998,67.04,5,380000
Vitara,4,50000,Individual,Diesel,Manual,24.3,1248,88.5,5,800000
Vento,6,80900,Dealer,Diesel,Automatic,22.15,1498,108.6,5,710000
3,8,22000,Dealer,Diesel,Automatic,13.2,1995,170.0,5,1800000
XUV300,2,11840,Individual,Petrol,Manual,17.0,1197,110.0,5,1190000
Creta,5,85204,Dealer,Diesel,Manual,19.67,1582,126.2,5,1025000
Rapid,4,48000,Dealer,Petrol,Manual,15.0,1598,103.52,5,590000
Swift Dzire,4,50000,Individual,Diesel,Manual,28.4,1248,74.02,5,900000
i20,4,50000,Individual,Petrol,Manual,18.6,1197,81.83,5,546000
Alto,2,20000,Individual,Petrol,Manual,23.95,998,67.05,5,370000
Ecosport,6,69000,Dealer,Diesel,Manual,22.77,1498,98.59,5,581000
E-Class,8,39500,Dealer,Petrol,Automatic,10.93,2497,204.0,5,1850000
Swift Dzire,9,37809,Dealer,Petrol,Manual,17.5,1298,85.8,5,335000
Jazz,4,41615,Dealer,Petrol,Manual,18.7,1199,88.7,5,611000
Endeavour,4,43000,Dealer,Diesel,Automatic,10.91,3198,197.0,7,2875000
GL-Class,8,70000,Dealer,Diesel,Automatic,11.3,2987,254.8,7,3275000
Celerio,3,28000,Dealer,CNG,Manual,31.79,998,58.33,5,455000
Baleno,3,23000,Dealer,Petrol,Manual,21.01,1197,81.8,5,600000
CR-V,5,60000,Dealer,Petrol,Automatic,12.0,2354,187.4,5,1450000
E-Class,8,65000,Dealer,Diesel,Automatic,13.0,2143,201.1,5,2250000
Verna,7,32000,Dealer,Petrol,Manual,17.01,1591,121.3,5,580000
Swift Dzire,5,41000,Dealer,Petrol,Manual,20.85,1197,83.14,5,665000
i10,11,90000,Dealer,Petrol,Manual,20.36,1197,78.9,5,275000
Grand,3,40000,Individual,Petrol,Manual,18.9,1197,81.86,5,500000
Scorpio,7,120000,Individual,Diesel,Manual,15.4,2179,120.0,7,800000
Compass,3,34000,Dealer,Petrol,Automatic,16.0,1368,160.0,5,1450000
i20,9,64198,Dealer,Diesel,Manual,21.9,1396,90.0,5,415000
Swift Dzire,3,60000,Individual,Diesel,Manual,28.4,1248,74.02,5,610000
Baleno,4,26000,Dealer,Petrol,Manual,21.4,1197,83.1,5,725000
Polo,3,19000,Dealer,Petrol,Manual,18.78,999,75.0,5,599000
Ciaz,6,120000,Individual,Diesel,Manual,26.21,1248,88.5,5,530000
Baleno,3,30000,Individual,Petrol,Automatic,21.4,1197,83.1,5,700000
Ciaz,3,24300,Individual,Diesel,Manual,28.09,1248,88.5,5,800000
Alto,3,25000,Individual,Petrol,Automatic,23.95,998,67.1,5,410000
Ciaz,6,75000,Dealer,Diesel,Manual,28.09,1248,88.5,5,625000
i20,10,17728,Individual,Petrol,Manual,18.5,1197,80.0,5,215000
City,4,48000,Dealer,Petrol,Manual,17.8,1497,117.3,5,890000
Celerio,4,20000,Individual,Petrol,Manual,23.1,998,67.04,5,450000
5,13,59869,Dealer,Petrol,Automatic,10.6,2996,258.0,5,550000
3,9,50000,Dealer,Diesel,Automatic,18.88,1995,184.0,5,845000
Vitara,3,35000,Dealer,Diesel,Manual,24.3,1248,88.5,5,734000
Ecosport,2,13050,Dealer,Diesel,Manual,22.77,1498,98.59,5,875000
City,4,15735,Dealer,Petrol,Manual,17.4,1497,117.6,5,925000
Alto,10,22500,Dealer,Petrol,Manual,19.7,796,46.3,5,120000
i10,11,60000,Individual,Petrol,Manual,20.36,1197,78.9,5,235000
Swift Dzire,7,36658,Dealer,Diesel,Manual,23.4,1248,74.0,5,590000
3,10,32000,Dealer,Diesel,Automatic,22.69,1995,190.0,5,880000
Alto,3,57199,Dealer,Petrol,Manual,23.95,998,67.05,5,378000
Ciaz,4,56000,Dealer,Diesel,Manual,28.09,1248,88.5,5,665000
Scorpio,5,57000,Individual,Diesel,Manual,15.4,2179,120.0,7,890000
KWID,4,40000,Individual,Petrol,Automatic,24.04,999,67.0,5,350000
Alto,5,60000,Individual,Petrol,Manual,22.74,796,47.3,5,264000
Innova,5,35512,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1500000
Celerio,7,55000,Dealer,Petrol,Automatic,23.1,998,67.04,5,425000
Scorpio,14,100000,Individual,Diesel,Manual,11.0,2179,120.0,5,217000
Innova,4,109000,Dealer,Diesel,Manual,13.68,2393,147.51,8,1575000
i20,6,75000,Dealer,Diesel,Manual,23.0,1396,90.0,5,520000
i20,4,50000,Individual,Petrol,Manual,18.6,1197,81.83,5,585000
Duster,5,65000,Dealer,Diesel,Manual,19.6,1461,108.45,5,550000
Alto,3,14000,Dealer,Petrol,Manual,23.95,998,67.05,5,350000
Verna,5,25000,Individual,Petrol,Manual,17.01,1591,121.3,5,780000
Tiago,2,21860,Dealer,Petrol,Manual,23.84,1199,84.48,5,425000
City,6,84000,Dealer,Petrol,Manual,17.4,1497,117.3,5,675000
XUV500,10,74000,Dealer,Diesel,Manual,15.1,2179,140.0,7,770000
i20,6,45000,Dealer,Diesel,Manual,22.54,1396,88.76,5,550000
Verna,10,81000,Individual,Petrol,Manual,17.1,1591,121.3,5,336000
Nexon,1,3500,Individual,Petrol,Manual,17.0,1198,108.5,5,650000
Carnival,1,8800,Dealer,Diesel,Automatic,14.11,2199,197.2,7,3200000
Ertiga,2,22000,Dealer,Diesel,Manual,24.52,1248,88.5,7,1050000
Alto,10,115000,Dealer,Petrol,Manual,19.7,796,46.3,5,125000
Q7,2,14000,Dealer,Diesel,Automatic,14.75,2967,245.0,7,6645000
Polo,7,13000,Dealer,Petrol,Automatic,17.21,1197,103.6,5,650000
Rapid,5,68200,Dealer,Diesel,Automatic,21.66,1498,103.52,5,495000
Wagon R,9,54000,Dealer,Petrol,Manual,18.9,998,67.1,5,275000
CR-V,5,62000,Dealer,Petrol,Automatic,14.4,1997,151.89,5,1450000
Innova,4,55000,Dealer,Diesel,Automatic,11.36,2755,171.5,8,1755000
Polo,2,7000,Dealer,Petrol,Manual,18.78,999,75.0,5,730000
Vitara,5,52000,Individual,Diesel,Manual,24.3,1248,88.5,5,680000
Duster,7,120000,Individual,Petrol,Manual,13.24,1598,102.57,5,545000
Swift Dzire,3,43000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,610000
City,11,180000,Individual,Petrol,Manual,17.0,1497,118.0,5,400000
Alto,2,5000,Individual,Petrol,Manual,23.95,998,67.05,5,390000
Duster,7,76000,Dealer,Diesel,Manual,19.64,1461,108.45,5,541000
KUV100,4,50000,Dealer,Diesel,Manual,25.32,1198,77.0,6,490000
Ciaz,2,1750,Trustmark Dealer,Petrol,Manual,20.65,1462,103.25,5,990000
Celerio,3,47000,Dealer,Petrol,Automatic,21.63,998,67.05,5,525000
C-Class,7,80000,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1475000
City,12,69000,Dealer,Petrol,Manual,17.0,1497,118.0,5,300000
Superb,9,160000,Individual,Diesel,Automatic,17.2,1968,138.1,5,1050000
Vitara,4,39000,Individual,Diesel,Manual,24.3,1248,88.5,5,750000
WR-V,4,68000,Individual,Petrol,Manual,17.5,1199,88.7,5,750000
City,6,45000,Dealer,Diesel,Manual,25.1,1498,98.6,5,575000
Amaze,3,26718,Dealer,Diesel,Manual,24.7,1498,98.63,5,935000
Duster,7,56896,Dealer,Diesel,Manual,19.01,1461,108.45,5,450000
Bolero,13,15000,Individual,Diesel,Manual,13.6,2523,63.0,7,250000
Swift,12,35000,Dealer,Diesel,Manual,17.8,1248,75.0,5,225000
Tigor,3,15000,Individual,Petrol,Manual,20.3,1199,84.0,5,600000
i20,3,35000,Individual,Diesel,Manual,22.54,1396,88.73,5,650000
Santro,13,15000,Individual,Petrol,Manual,17.92,1086,62.1,5,120000
i20,11,80000,Dealer,Petrol,Manual,18.6,1197,81.83,5,425000
Baleno,3,9248,Dealer,Petrol,Automatic,21.4,1197,83.1,5,675000
Swift Dzire,3,27000,Dealer,Diesel,Automatic,28.4,1248,74.02,5,725000
C-Class,11,75000,Dealer,Petrol,Automatic,11.7,1796,178.0,5,800000
Alto,5,10000,Individual,Petrol,Manual,23.95,998,67.05,5,316000
Vitara,4,114000,Dealer,Diesel,Manual,24.3,1248,88.5,5,775000
Alto,6,50000,Individual,Petrol,Manual,22.74,796,47.3,5,210000
Alto,6,15000,Dealer,Petrol,Manual,22.74,796,47.3,5,275000
Swift Dzire,7,78916,Individual,Diesel,Manual,23.4,1248,74.0,5,300000
Octavia,6,89000,Dealer,Diesel,Automatic,19.3,1968,141.0,5,1295000
City,11,178000,Individual,Petrol,Manual,17.0,1497,118.0,5,260000
Wagon R,5,56000,Dealer,CNG,Manual,33.54,998,67.04,5,360000
Swift Dzire,4,89000,Individual,Petrol,Manual,20.85,1197,83.14,5,510000
Polo,7,50000,Individual,Diesel,Manual,20.14,1498,88.8,5,400000
KWID,6,35000,Individual,Petrol,Manual,25.17,799,53.3,5,265000
City,13,68000,Dealer,Petrol,Manual,17.0,1497,118.0,5,240000
Thar,9,18053,Dealer,Diesel,Manual,16.55,2498,105.0,7,436000
Polo,8,123000,Individual,Petrol,Manual,16.47,1198,73.9,5,230000
GO,2,23000,Individual,Petrol,Manual,19.83,1198,67.0,5,415000
Baleno,2,8700,Dealer,Petrol,Automatic,21.4,1197,83.1,5,750000
Baleno,4,15000,Individual,Petrol,Manual,21.4,1197,83.1,5,600000
XUV500,7,120000,Individual,Diesel,Manual,15.1,2179,140.0,7,560000
Safari,11,120000,Individual,Diesel,Manual,11.57,2179,138.1,7,200000
Wagon R,10,76239,Dealer,LPG,Manual,26.2,998,58.2,5,260000
Creta,4,60000,Individual,Diesel,Manual,21.38,1396,88.7,5,900000
Alto,2,21900,Dealer,Petrol,Manual,24.7,796,47.3,5,360000
Verna,6,9100,Individual,Petrol,Manual,17.01,1591,121.3,5,650000
i10,8,82000,Individual,Petrol,Manual,20.36,1197,78.9,5,300000
Alto,10,53000,Dealer,Petrol,Manual,23.95,998,67.05,5,235000
City,6,71000,Dealer,Diesel,Manual,26.0,1498,98.6,5,625000
Aspire,5,20000,Individual,Petrol,Manual,18.16,1196,86.8,5,525000
Santro,2,15000,Individual,Petrol,Automatic,20.3,1086,68.0,5,540000
Wagon R,10,120000,Individual,CNG,Manual,26.2,998,58.2,5,200000
Rapid,5,78010,Dealer,Diesel,Automatic,21.66,1498,103.52,5,660000
Tigor,3,17206,Dealer,Petrol,Automatic,20.3,1199,84.0,5,565000
Swift Dzire,3,60000,Individual,Petrol,Manual,19.95,1197,81.8,5,400000
Swift,3,46000,Individual,Diesel,Automatic,28.4,1248,74.0,5,650000
Alto,6,66000,Dealer,Petrol,Automatic,23.95,998,67.05,5,325000
Bolero,2,20000,Individual,Diesel,Manual,16.5,1493,70.0,7,750000
5,7,76000,Dealer,Diesel,Automatic,18.12,1995,190.0,5,2050000
Verna,10,46541,Dealer,Petrol,Manual,17.43,1396,105.5,5,169000
Verna,8,87000,Dealer,Diesel,Automatic,19.08,1582,126.32,5,595000
City,5,53123,Dealer,Petrol,Manual,17.8,1497,117.3,5,700000
Innova,8,80133,Dealer,Diesel,Manual,12.99,2494,100.6,8,650000
Ecosport,6,60000,Individual,Diesel,Manual,22.77,1498,98.59,5,800000
Swift,2,25000,Dealer,Diesel,Manual,25.2,1248,74.0,5,700000
Swift Dzire,4,19843,Trustmark Dealer,Petrol,Automatic,21.21,1197,81.8,5,620000
Creta,4,20000,Individual,Petrol,Manual,13.0,1591,121.3,5,1035000
Grand,6,30000,Individual,Petrol,Manual,18.9,1197,82.0,5,450000
Bolero,15,120000,Individual,Diesel,Manual,13.6,2523,63.0,7,255000
Polo,3,50000,Dealer,Petrol,Manual,18.78,999,75.0,5,725000
Eeco,4,19955,Dealer,Petrol,Manual,15.37,1196,73.0,5,390000
5,2,6000,Dealer,Diesel,Automatic,18.59,2993,261.49,5,5700000
MUX,4,47000,Dealer,Diesel,Automatic,13.8,2999,175.0,7,1900000
5,11,142500,Dealer,Diesel,Automatic,16.73,2495,218.0,5,1150000
Polo,6,120000,Individual,Diesel,Manual,20.14,1498,88.8,5,500000
Celerio,5,27521,Dealer,Petrol,Automatic,23.1,998,67.04,5,455000
Cayenne,7,110000,Dealer,Diesel,Automatic,15.15,2967,240.0,5,4500000
Alto,6,40000,Individual,Petrol,Manual,23.95,998,67.05,5,260000
Polo,8,53000,Dealer,Diesel,Manual,22.07,1199,73.9,5,299000
i10,11,70000,Dealer,Petrol,Manual,19.81,1086,68.05,5,185000
3,11,141000,Dealer,Diesel,Automatic,16.07,1995,181.0,5,999000
C-Class,9,37000,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1225000
Alto,1,5000,Individual,Petrol,Manual,22.05,796,47.3,5,350000
Verna,4,49000,Dealer,Diesel,Manual,23.9,1582,126.2,5,949000
City,8,38000,Dealer,Petrol,Manual,16.8,1497,116.3,5,450000
i20,8,57692,Individual,Diesel,Manual,21.27,1396,88.76,5,450000
Creta,5,105000,Individual,Diesel,Manual,19.67,1582,126.2,5,1050000
