model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
City,5,34000,Individual,Diesel,Manual,26.0,1498,98.6,5,1025000
Bolero,6,66274,Dealer,Diesel,Manual,13.6,2523,63.0,7,478000
Swift Dzire,11,133000,Dealer,Diesel,Manual,19.3,1248,73.9,5,340000
Vento,4,16219,Dealer,Petrol,Manual,17.69,999,108.62,5,845000
Tiago,2,10000,Individual,Petrol,Manual,23.84,1199,84.0,5,510000
Grand,4,56169,Dealer,Petrol,Manual,18.9,1197,82.0,5,550000
Baleno,5,90000,Individual,Diesel,Manual,27.39,1248,74.0,5,590000
Wagon R,7,31692,Dealer,Petrol,Manual,20.51,998,67.04,5,330000
Superb,11,74000,Dealer,Petrol,Automatic,13.7,1798,157.75,5,365000
Swift,3,80000,Individual,Diesel,Manual,28.4,1248,74.0,5,675000
Grand,2,5000,Individual,Petrol,Manual,18.9,1197,81.86,5,590000
Innova,3,68600,Dealer,Diesel,Manual,13.68,2393,147.51,8,1721000
A4,8,45000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1725000
Vento,2,15000,Individual,Diesel,Manual,22.27,1498,108.6,5,900000
i10,10,51359,Dealer,Petrol,Manual,19.81,1086,68.05,5,320000
Rapid,9,79000,Dealer,Diesel,Manual,20.5,1598,103.5,5,460000
Eeco,9,65000,Dealer,Petrol,Manual,15.37,1196,73.0,5,175000
C-Class,9,50000,Dealer,Diesel,Automatic,19.71,2143,201.15,5,1180000
Nexon,3,42388,Dealer,Diesel,Manual,21.5,1497,108.5,5,895000
Celerio,6,50000,Individual,Petrol,Manual,23.1,998,67.04,5,350000
Vitara,3,9000,Dealer,Diesel,Manual,24.3,1248,88.5,5,960000
Swift Dzire,5,40000,Individual,Diesel,Manual,26.59,1248,74.0,5,650000
Grand,5,15000,Individual,Petrol,Manual,18.9,1197,82.0,5,390000
Alto,12,70000,Individual,Petrol,Manual,19.7,796,46.3,5,130000
Alto,3,25000,Individual,Petrol,Manual,23.95,998,67.05,5,385000
Verna,7,70000,Individual,Petrol,Manual,17.01,1591,121.3,5,450000
Swift,3,26000,Individual,Petrol,Manual,22.0,1197,81.8,5,610000
Jazz,6,40000,Dealer,Diesel,Manual,27.3,1498,98.6,5,665000
Grand,3,30000,Individual,Petrol,Manual,18.9,1197,81.86,5,450000
Baleno,2,8800,Individual,Petrol,Manual,21.4,1197,83.1,5,675000
Santro,12,40000,Dealer,Petrol,Manual,17.92,1086,62.1,5,266000
Verna,7,90000,Individual,Diesel,Manual,22.32,1582,126.32,5,590000
Freestyle,2,17000,Individual,Petrol,Manual,19.0,1194,94.68,5,630000
Swift,8,106000,Individual,Diesel,Manual,22.9,1248,74.0,5,350000
3,4,72000,Dealer,Diesel,Automatic,21.76,1995,188.0,5,3300000
Jazz,11,56161,Dealer,Petrol,Manual,16.0,1198,90.0,5,319000
Figo,10,35000,Individual,Diesel,Manual,20.0,1399,68.0,5,300000
Ecosport,6,100000,Individual,Diesel,Manual,22.77,1498,98.59,5,700000
Swift,8,67000,Dealer,Diesel,Manual,28.4,1248,74.0,5,300000
Swift,4,28000,Dealer,Petrol,Manual,20.4,1197,81.8,5,629000
City,15,38000,Individual,Petrol,Manual,16.9,1497,100.0,5,200000
Swift,4,5000,Individual,Petrol,Manual,20.4,1197,81.8,5,570000
Ertiga,4,50000,Individual,Diesel,Manual,24.52,1248,88.5,7,800000
Baleno,5,20000,Individual,Petrol,Manual,21.4,1197,83.1,5,599000
KWID,4,20000,Individual,Petrol,Manual,25.17,799,53.3,5,300000
Innova,12,180000,Individual,Diesel,Manual,12.8,2494,102.0,8,400000
X5,7,60000,Dealer,Diesel,Automatic,15.97,2993,258.0,5,3350000
Rapid,7,70000,Dealer,Diesel,Manual,20.5,1598,103.5,5,525000
Scorpio,7,69000,Dealer,Diesel,Automatic,11.79,2179,120.0,7,650000
Rapid,5,60000,Individual,Diesel,Automatic,21.66,1498,103.52,5,850000
Ciaz,7,120000,Individual,Diesel,Manual,26.21,1248,88.5,5,580000
Grand,6,50215,Dealer,Petrol,Manual,18.9,1197,81.86,5,450000
Venue,2,18700,Individual,Diesel,Manual,23.7,1396,88.7,5,1045000
Santro,7,35000,Individual,Petrol,Manual,17.92,1086,62.1,5,300000
Ciaz,5,100000,Individual,Diesel,Manual,28.09,1248,88.5,5,660000
Hexa,4,41723,Dealer,Diesel,Manual,17.6,2179,153.86,7,1350000
Innova,10,68830,Dealer,Diesel,Manual,12.8,2494,102.0,7,685000
A6,10,110000,Individual,Diesel,Automatic,17.68,1968,174.33,5,1100000
Verna,2,5630,Dealer,Petrol,Manual,17.0,1591,121.3,5,975000
i20,6,109555,Dealer,Diesel,Manual,22.54,1396,88.73,5,655000
Verna,12,90000,Individual,Diesel,Manual,18.1,1493,110.0,5,290000
Amaze,8,75000,Dealer,Diesel,Manual,25.8,1498,98.6,5,390000
Ertiga,2,8000,Dealer,Petrol,Automatic,17.99,1462,103.26,7,1099000
Ciaz,4,40000,Individual,Diesel,Manual,28.09,1248,88.5,5,800000
Fortuner,6,120000,Dealer,Diesel,Manual,12.55,2982,168.5,7,2150000
S-Class,14,47200,Dealer,Petrol,Automatic,10.13,3498,364.9,5,625000
Ignis,3,50000,Individual,Petrol,Manual,20.89,1197,81.8,5,450000
Santro,8,76945,Dealer,Petrol,Manual,17.92,1086,62.1,5,350000
Alto,7,110000,Individual,Petrol,Manual,20.92,998,67.1,5,200000
City,4,53000,Dealer,Petrol,Automatic,18.0,1497,117.6,5,1095000
Swift,4,62904,Dealer,Diesel,Manual,28.4,1248,74.0,5,700000
Verna,9,58000,Dealer,Diesel,Manual,22.32,1582,126.32,5,625000
Vento,4,49000,Dealer,Diesel,Automatic,22.15,1498,108.6,5,950000
XUV500,4,54212,Dealer,Diesel,Manual,16.0,2179,140.0,7,1350000
Amaze,2,8760,Dealer,Petrol,Automatic,19.0,1199,88.76,5,800000
Duster,8,62000,Dealer,Diesel,Manual,19.87,1461,83.8,5,395000
KWID,4,40000,Individual,Petrol,Automatic,24.04,999,67.0,5,350000
Swift Dzire,5,70000,Individual,Diesel,Automatic,26.59,1248,74.0,5,675000
Ciaz,3,40000,Individual,Diesel,Manual,28.09,1248,88.5,5,800000
i10,11,70000,Individual,Petrol,Manual,19.81,1086,68.05,5,170000
Creta,6,52000,Dealer,Diesel,Manual,21.38,1396,88.7,5,925000
i20,6,80131,Dealer,Diesel,Manual,22.54,1396,88.73,5,625000
Celerio,5,41944,Dealer,Petrol,Automatic,23.1,998,67.04,5,485000
Elantra,5,28000,Dealer,Petrol,Automatic,14.62,1999,149.92,5,1525000
Vitara,4,20000,Dealer,Diesel,Manual,24.3,1248,88.5,5,800000
Civic,11,60000,Individual,Petrol,Manual,13.5,1799,130.0,5,275000
Ertiga,4,68000,Dealer,Diesel,Manual,24.52,1248,88.5,7,900000
Verna,7,89000,Dealer,Diesel,Automatic,22.32,1582,126.32,5,550000
Swift,7,90000,Individual,Diesel,Manual,25.2,1248,74.0,5,390000
Bolero,11,47000,Dealer,Diesel,Manual,14.0,2523,83.0,7,545000
XF,7,28000,Dealer,Diesel,Automatic,16.36,2179,187.7,5,3190000
Ecosport,4,63000,Dealer,Petrol,Manual,15.9,1496,120.69,5,865000
City,7,67000,Dealer,Diesel,Manual,26.0,1498,98.6,5,549000
Figo,5,49392,Dealer,Petrol,Manual,18.16,1196,86.8,5,575000
WR-V,4,65000,Individual,Diesel,Manual,25.5,1498,98.6,5,800000
Creta,4,50000,Individual,Diesel,Manual,19.67,1582,126.2,5,1200000
Swift,9,90000,Individual,Petrol,Manual,18.6,1197,85.8,5,280000
Swift,9,92000,Dealer,Diesel,Manual,22.9,1248,74.0,5,525000
Thar,4,60000,Individual,Diesel,Manual,16.55,2498,105.0,6,950000
RediGO,4,17731,Dealer,Petrol,Manual,22.7,799,53.64,5,270000
Fortuner,10,85000,Dealer,Diesel,Manual,11.5,2982,171.0,7,1100000
Vitara,4,61326,Dealer,Diesel,Manual,24.3,1248,88.5,5,985000
Celerio,4,32000,Individual,Petrol,Manual,23.1,998,67.04,5,450000
Creta,6,57000,Individual,Petrol,Automatic,13.0,1591,121.3,5,800000
Verna,3,42700,Individual,Diesel,Manual,22.0,1582,126.2,5,860000
Ertiga,7,35000,Individual,Petrol,Manual,17.5,1373,91.1,7,585000
Wagon R,4,10000,Individual,Petrol,Automatic,20.51,998,67.0,5,400000
Civic,13,110000,Individual,Petrol,Manual,13.5,1799,130.0,5,400000
Ertiga,6,78368,Dealer,Diesel,Manual,20.77,1248,88.76,7,785000
i20,6,37924,Dealer,Petrol,Manual,17.0,1197,80.0,5,550000
Ecosport,7,104859,Dealer,Diesel,Manual,22.7,1498,89.84,5,425000
Ecosport,4,63000,Dealer,Diesel,Manual,23.0,1498,98.96,5,831000
Seltos,2,7100,Dealer,Diesel,Automatic,17.8,1493,113.4,5,1950000
Jazz,4,52377,Dealer,Petrol,Automatic,19.0,1199,88.7,5,785000
Polo,4,14000,Dealer,Petrol,Manual,16.2,1199,74.0,5,750000
Polo,5,70000,Dealer,Diesel,Manual,22.07,1199,73.9,5,675000
Grand,3,18000,Dealer,Diesel,Manual,24.0,1120,70.0,5,685000
Verna,2,7000,Dealer,Diesel,Automatic,19.08,1582,126.2,5,1295000
Ciaz,6,49000,Dealer,Petrol,Manual,20.73,1373,91.1,5,635000
City,7,62000,Dealer,Diesel,Manual,26.0,1498,98.6,5,640000
Vento,8,34000,Individual,Petrol,Manual,15.04,1598,103.6,5,400000
WR-V,4,66000,Dealer,Diesel,Manual,25.5,1498,98.6,5,725000
KWID,4,35000,Individual,Petrol,Automatic,24.04,999,67.0,5,350000
Venue,1,5000,Individual,Petrol,Manual,18.27,998,118.35,5,1050000
i20,6,64000,Individual,Diesel,Manual,22.54,1396,88.73,5,620000
Rapid,9,85600,Dealer,Diesel,Manual,20.5,1598,103.5,5,475000
Innova,8,77000,Dealer,Diesel,Manual,12.8,2494,102.0,7,645000
Celerio,6,57000,Dealer,Petrol,Automatic,23.1,998,67.04,5,495000
KWID,3,8627,Dealer,Petrol,Manual,21.74,999,67.0,5,385000
Polo,8,100000,Individual,Diesel,Manual,22.07,1199,73.9,5,290000
Eeco,4,48000,Dealer,CNG,Manual,15.1,1196,73.0,5,421000
Polo,8,56000,Dealer,Petrol,Manual,16.2,1199,74.0,5,385000
Innova,13,193000,Dealer,Diesel,Manual,12.8,2494,102.0,7,425000
Grand,4,20000,Individual,Petrol,Manual,18.9,1197,82.0,5,500000
Ecosport,3,6500,Dealer,Diesel,Manual,22.77,1498,98.59,5,899000
Alto,8,90000,Individual,CNG,Manual,30.46,796,47.3,5,185000
Polo,4,37450,Dealer,Petrol,Automatic,17.21,1197,103.5,5,895000
City,5,88102,Dealer,Diesel,Manual,26.0,1498,98.6,5,685000
City,11,47000,Dealer,Petrol,Manual,17.0,1497,118.0,5,325000
Wagon R,9,37623,Dealer,Petrol,Manual,20.51,998,67.04,5,296000
Amaze,7,49000,Dealer,Petrol,Manual,18.0,1198,86.7,5,495000
i20,9,69000,Dealer,Diesel,Manual,21.9,1396,88.76,5,460000
Eeco,10,100000,Individual,Petrol,Manual,15.37,1196,73.0,7,150000
Verna,8,90000,Dealer,Diesel,Manual,22.32,1582,126.32,5,525000
Swift Dzire,8,60855,Dealer,Petrol,Manual,19.1,1197,85.8,5,500000
Swift Dzire,8,86300,Individual,Petrol,Manual,19.1,1197,85.8,5,440000
i20,6,78000,Dealer,Diesel,Manual,22.54,1396,88.73,5,650000
i10,10,50000,Dealer,Petrol,Manual,20.36,1197,78.9,5,210000
Wagon R,6,42100,Dealer,CNG,Manual,26.6,998,58.16,5,375000
Alto,6,35000,Individual,Petrol,Manual,22.74,796,47.3,5,300000
Innova,13,143448,Dealer,Diesel,Manual,12.8,2494,102.0,7,700000
Tiago,4,39543,Dealer,Diesel,Manual,27.28,1047,69.0,5,485000
KWID,5,46000,Dealer,Petrol,Manual,25.17,799,53.3,5,315000
Celerio,5,51000,Dealer,Petrol,Automatic,23.1,998,67.04,5,435000
XUV500,6,80000,Individual,Diesel,Manual,16.0,2179,140.0,7,1100000
i20,6,60000,Dealer,Petrol,Manual,18.6,1197,81.83,5,500000
i20,4,50000,Individual,Petrol,Manual,18.6,1197,81.83,5,655000
Ecosport,3,40000,Individual,Diesel,Manual,23.0,1498,98.96,5,900000
Vento,3,9965,Dealer,Petrol,Manual,16.09,1598,103.2,5,915000
Bolero,8,39000,Individual,Diesel,Manual,15.96,2523,62.1,7,530000
Innova,5,35500,Dealer,Diesel,Automatic,13.68,2393,147.51,7,1490000
Amaze,8,70400,Dealer,Petrol,Manual,18.6,1199,88.76,5,415000
Wagon R,6,80000,Individual,CNG,Manual,26.6,998,58.16,5,300000
Eeco,10,70000,Dealer,Petrol,Manual,16.11,1196,72.42,5,275000
Swift,9,120000,Individual,Diesel,Manual,22.9,1248,74.0,5,350000
Innova,7,115000,Dealer,Diesel,Manual,12.99,2494,100.0,7,1025000
Grand,4,76000,Dealer,Petrol,Automatic,18.9,1197,82.0,5,515000
City,13,120000,Individual,Petrol,Manual,17.7,1497,78.0,5,400000
Polo,2,7000,Dealer,Petrol,Manual,18.78,999,75.0,5,730000
Ciaz,5,45000,Dealer,Petrol,Manual,20.73,1373,91.1,5,725000
City,5,88000,Dealer,Diesel,Manual,26.0,1498,98.6,5,650000
Vitara,3,40000,Individual,Diesel,Manual,24.3,1248,88.5,5,800000
Freestyle,2,30000,Individual,Diesel,Manual,24.4,1498,98.63,5,775000
Polo,6,56084,Dealer,Petrol,Automatic,17.21,1197,103.6,5,645000
Alto,9,116006,Dealer,Petrol,Manual,20.92,998,67.1,5,250000
Wagon R,8,65000,Dealer,Petrol,Manual,21.79,998,67.05,5,295000
Civic,2,21000,Dealer,Petrol,Automatic,16.5,1799,139.46,5,1670000
Swift Dzire,10,180000,Individual,Diesel,Manual,19.3,1248,73.9,5,380000
KWID,4,25000,Individual,Petrol,Manual,23.01,999,67.0,5,310000
XUV300,2,25000,Individual,Diesel,Manual,20.0,1497,115.0,5,1079000
Innova,6,71000,Dealer,Diesel,Manual,12.99,2494,100.6,7,1275000
Eeco,5,40000,Dealer,Petrol,Manual,15.37,1196,72.42,7,365000
XUV500,4,60000,Dealer,Diesel,Manual,15.1,2179,152.87,7,1500000
Creta,2,12000,Individual,Petrol,Manual,15.8,1591,121.3,5,1070000
5,9,65000,Dealer,Diesel,Automatic,11.5,2993,235.0,5,1855000
Ecosport,7,58000,Dealer,Diesel,Manual,22.7,1498,89.84,5,475000
Grand,5,28000,Dealer,Petrol,Manual,18.9,1197,82.0,5,495000
Vitara,4,90000,Individual,Diesel,Manual,24.3,1248,88.5,5,850000
Swift Dzire,5,73000,Individual,Petrol,Manual,20.85,1197,83.14,5,530000
C-Class,9,64212,Dealer,Diesel,Automatic,14.94,2143,204.0,5,1000000
Swift,5,85263,Dealer,Diesel,Manual,25.2,1248,74.0,5,550000
A6,6,56227,Dealer,Diesel,Automatic,17.68,1968,174.33,5,2675000
Alto,5,2000,Individual,Petrol,Manual,22.74,796,47.3,5,220000
Alto,5,31000,Dealer,Petrol,Automatic,23.95,998,67.05,5,360000
Ciaz,4,31869,Dealer,Petrol,Manual,20.73,1373,91.1,5,690000
Alto,4,23765,Dealer,Petrol,Manual,23.95,998,67.05,5,400000
Swift Dzire,8,64000,Individual,Petrol,Manual,19.1,1197,85.8,5,350000
Wagon R,8,34000,Dealer,Petrol,Manual,18.9,998,67.1,5,300000
Celerio,7,52500,Dealer,Petrol,Automatic,23.1,998,67.04,5,375000
Swift,13,57000,Dealer,Petrol,Manual,16.1,1298,88.2,5,205000
i20,2,15000,Dealer,Diesel,Manual,22.54,1396,88.76,5,975000
XUV500,4,34000,Dealer,Diesel,Manual,16.0,2179,140.0,7,1570000
Ecosport,4,40000,Individual,Diesel,Manual,23.0,1498,98.96,5,885000
Ciaz,5,63000,Dealer,Diesel,Manual,28.09,1248,88.5,5,630000
3,5,45000,Dealer,Diesel,Automatic,19.59,1995,184.0,5,2690000
E-Class,8,39500,Dealer,Petrol,Automatic,10.93,2497,204.0,5,1850000
i10,10,42000,Individual,Petrol,Manual,20.36,1197,78.9,5,230000
City,14,70000,Dealer,Petrol,Manual,17.7,1497,78.0,5,180000
CR-V,2,20000,Individual,Diesel,Automatic,19.5,1597,118.3,7,3100000
Swift Dzire,5,80000,Individual,Diesel,Manual,26.59,1248,74.0,5,450000
C-Class,11,75000,Dealer,Petrol,Automatic,11.7,1796,178.0,5,800000
Alto,10,22900,Dealer,Petrol,Manual,20.92,998,67.1,5,215000
Celerio,3,20000,Individual,CNG,Manual,31.79,998,58.33,5,510000
Endeavour,9,98000,Dealer,Diesel,Manual,13.1,2499,141.0,7,875000
City,7,75000,Dealer,Petrol,Manual,17.4,1497,117.6,5,537000
Nexon,3,60000,Individual,Petrol,Manual,17.0,1198,108.5,5,600000
KWID,3,12500,Individual,Petrol,Automatic,24.04,999,67.0,5,345000
Vitara,5,68000,Dealer,Diesel,Manual,24.3,1248,88.5,5,660000
i20,8,70000,Individual,Diesel,Manual,21.9,1396,88.76,5,310000
Verna,4,36000,Dealer,Diesel,Manual,23.9,1582,126.2,5,860000
Swift Dzire,4,80000,Individual,Diesel,Manual,28.4,1248,74.02,5,650000
Rapid,3,62600,Dealer,Diesel,Automatic,21.72,1498,108.6,5,1045000
Grand,4,55000,Dealer,Petrol,Manual,18.9,1197,81.86,5,415000
Swift,6,76448,Dealer,Diesel,Manual,22.9,1248,74.0,5,405000
Ciaz,7,48000,Dealer,Petrol,Manual,20.73,1373,91.1,5,545000
Vento,6,76000,Dealer,Diesel,Manual,20.34,1498,103.2,5,575000
Amaze,3,40000,Individual,Diesel,Manual,27.4,1498,98.63,5,750000
i20,6,42000,Individual,Petrol,Manual,18.6,1197,81.83,5,430000
Jazz,5,52062,Dealer,Petrol,Manual,18.2,1199,88.7,5,675000
Ecosport,7,56017,Dealer,Diesel,Manual,22.7,1498,89.84,5,685000
Creta,3,10000,Individual,Petrol,Manual,15.8,1591,121.3,5,995000
C-Class,9,77000,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1450000
Ertiga,5,135000,Individual,Diesel,Manual,24.52,1248,88.5,7,900000
Innova,3,18000,Individual,Diesel,Manual,13.68,2393,147.8,8,1920000
C-Class,12,66001,Dealer,Petrol,Manual,11.7,1796,178.0,5,650000
Swift Dzire,8,100000,Individual,Petrol,Manual,19.1,1197,85.8,5,390000
City,2,9600,Dealer,Petrol,Automatic,17.4,1497,117.6,5,1160000
5,12,70000,Dealer,Diesel,Automatic,11.5,2993,235.0,5,695000
i10,4,9000,Individual,Petrol,Manual,19.81,1086,68.05,5,375000
XUV300,2,13921,Dealer,Petrol,Manual,17.0,1197,108.6,5,975000
Swift,6,120000,Individual,Diesel,Manual,25.2,1248,74.0,5,580000
Vitara,4,40000,Individual,Diesel,Manual,24.3,1248,88.5,5,720000
Celerio,5,48129,Dealer,CNG,Manual,31.79,998,58.2,5,411000
Swift Dzire,5,189000,Individual,Petrol,Manual,19.0,1197,85.8,5,340000
Creta,3,65000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1421000
Triber,2,11000,Dealer,Petrol,Manual,20.0,999,72.0,7,725000
Fortuner,4,150000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,2800000
XUV500,7,178000,Individual,Diesel,Manual,15.1,2179,140.0,7,950000
Grand,6,66916,Dealer,Petrol,Automatic,18.9,1197,82.0,5,550000
Innova,5,56875,Dealer,Diesel,Manual,13.68,2393,147.8,7,1850000
i20,7,70000,Individual,Diesel,Manual,22.54,1396,88.73,5,695000
Thar,3,21219,Dealer,Diesel,Manual,16.55,2498,105.0,6,995000
Swift,2,11320,Individual,Petrol,Manual,21.21,1197,81.8,5,700000
Santro,12,68000,Individual,Petrol,Manual,17.92,1086,62.1,5,215000
Polo,7,53776,Individual,Petrol,Automatic,17.21,1197,103.6,5,650000
Vento,11,59000,Dealer,Petrol,Manual,16.09,1598,103.2,5,249000
Creta,6,70000,Individual,Diesel,Manual,21.38,1396,88.7,5,800000
Ertiga,6,77000,Dealer,CNG,Manual,17.5,1373,80.46,7,645000
GL-Class,4,38000,Dealer,Diesel,Automatic,17.9,2143,170.0,5,2975000
Grand,4,47000,Dealer,Petrol,Manual,18.9,1197,81.86,5,555000
Ertiga,6,70000,Individual,Diesel,Manual,20.77,1248,88.76,7,780000
KUV,4,35000,Individual,Petrol,Manual,18.15,1198,82.0,5,350000
Swift Dzire,2,10000,Individual,Petrol,Automatic,22.0,1197,81.8,5,660000
Superb,4,8000,Dealer,Petrol,Automatic,14.67,1798,177.46,5,2375000
City,3,26000,Dealer,Petrol,Automatic,18.0,1497,117.6,5,1125000
Innova,5,85000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1755000
Wagon R,4,66628,Dealer,CNG,Manual,26.6,998,58.16,5,415000
Wagon R,11,81133,Dealer,Petrol,Manual,18.9,1061,67.0,5,245000
Baleno,1,2441,Dealer,Petrol,Automatic,19.56,1197,81.8,5,875000
Amaze,4,40000,Individual,Petrol,Manual,17.8,1198,86.7,5,500000
GL-Class,3,10000,Dealer,Diesel,Automatic,17.9,2143,170.0,5,4950000
Wagon R,10,120000,Individual,Petrol,Manual,18.9,998,67.1,5,275000
Amaze,6,42012,Dealer,Petrol,Manual,18.6,1199,88.76,5,475000
Innova,5,120000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1685000
i20,6,70000,Individual,Diesel,Manual,22.54,1396,88.73,5,650000
Duster,8,54000,Dealer,Diesel,Manual,19.64,1461,108.45,5,315000
Swift,7,85195,Dealer,Petrol,Manual,18.6,1197,85.8,5,450000
Alto,8,25000,Individual,Petrol,Manual,22.74,796,47.3,5,210000
Triber,2,15000,Individual,Petrol,Manual,20.0,999,72.0,7,654000
Dzire ZXI,4,18767,Dealer,Petrol,Manual,23.26,1197,88.5,5,760000
Vento,8,57000,Dealer,Diesel,Manual,22.27,1498,108.6,5,345000
GL-Class,5,60696,Dealer,Diesel,Automatic,11.3,2987,254.8,7,4500000
Ciaz,4,27400,Dealer,Petrol,Manual,20.73,1373,91.1,5,655000
Seltos,2,15000,Individual,Petrol,Automatic,16.8,1497,113.4,5,1400000
Verna,3,22000,Dealer,Petrol,Manual,17.0,1591,121.3,5,910000
Innova,6,50000,Individual,Diesel,Manual,12.99,2494,100.6,8,1400000
Swift,7,44651,Dealer,Petrol,Manual,16.1,1197,85.0,5,435000
Gurkha,5,60000,Individual,Diesel,Manual,17.0,2596,80.8,5,700000
Fortuner,1,6300,Dealer,Diesel,Automatic,12.9,2755,174.5,7,3650000
Wagon R,6,64000,Dealer,CNG,Manual,26.2,998,58.2,5,390000
Swift Dzire,8,90000,Individual,Diesel,Manual,23.4,1248,74.0,5,475000
Figo,10,50000,Individual,Diesel,Manual,20.0,1399,68.0,5,250000
i10,11,45000,Individual,Petrol,Manual,19.81,1086,68.05,5,155000
Baleno,2,25000,Individual,Petrol,Manual,21.01,1197,81.8,5,700000
Rover,5,104000,Individual,Diesel,Automatic,12.51,2179,187.7,7,2700000
Swift Dzire,3,30000,Dealer,Petrol,Manual,22.0,1197,81.8,5,740000
Creta,5,55000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1115000
Jazz,6,80000,Individual,Diesel,Manual,27.3,1498,98.6,5,600000
Swift,3,54100,Dealer,Diesel,Manual,22.9,1248,74.0,5,650000
i20,4,35000,Individual,Diesel,Manual,22.54,1396,88.73,5,800000
City,15,55000,Dealer,Petrol,Manual,17.7,1497,78.0,5,120000
Santro,2,5000,Dealer,Petrol,Manual,20.3,1086,68.0,5,600000
City,3,70000,Individual,Petrol,Manual,17.4,1497,117.3,5,800000
i10,10,30215,Dealer,Petrol,Manual,20.36,1197,78.9,5,264000
RediGO,3,10400,Individual,Petrol,Manual,22.5,999,67.0,5,300000
Swift Dzire,7,56930,Dealer,Petrol,Manual,22.0,1197,81.8,5,460000
A4,9,68370,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1345000
Baleno,2,23000,Individual,Diesel,Manual,27.39,1248,74.0,5,850000
KUV,5,50000,Dealer,Diesel,Manual,25.32,1198,77.0,5,550000
Aspire,5,130000,Individual,Diesel,Manual,25.83,1498,99.0,5,507000
Alto,4,11614,Trustmark Dealer,Petrol,Manual,23.95,998,67.05,5,350000
KWID,2,23000,Dealer,Petrol,Manual,25.17,799,53.3,5,425000
Swift Dzire,6,72000,Dealer,Diesel,Manual,19.3,1248,73.9,5,475000
i20,5,42472,Dealer,Petrol,Manual,18.6,1197,81.83,5,590000
Bolero,4,65000,Dealer,Diesel,Manual,21.0,1498,74.96,7,675000
Celerio,5,62000,Dealer,Petrol,Automatic,23.1,998,67.04,5,470000
Amaze,7,170000,Individual,Diesel,Manual,25.8,1498,98.6,5,450000
Rapid,3,9570,Dealer,Petrol,Automatic,14.3,1598,103.2,5,1195000
7,13,68000,Dealer,Petrol,Automatic,8.45,2979,321.0,5,750000
X5,3,15000,Dealer,Diesel,Automatic,15.3,2993,258.0,5,6350000
Innova,7,145000,Individual,Diesel,Manual,12.99,2494,100.6,7,930000
Celerio,7,40860,Dealer,Petrol,Manual,21.63,998,67.04,5,345000
Alto,8,95011,Dealer,Petrol,Manual,22.74,796,47.3,5,225000
Wagon R,15,90000,Individual,Petrol,Manual,17.3,1061,64.0,5,80000
i10,7,36971,Dealer,Petrol,Manual,19.81,1086,68.05,5,310000
Creta,6,35000,Individual,Diesel,Manual,21.38,1396,88.7,5,900000
Duster,3,48133,Dealer,Petrol,Automatic,14.99,1498,104.5,5,1155000
Figo,5,26488,Dealer,Diesel,Manual,25.83,1498,99.0,5,575000
Amaze,6,71572,Dealer,Diesel,Manual,25.8,1498,98.6,5,455000
KWID,1,5000,Individual,Petrol,Automatic,24.04,999,67.0,5,472000
Ciaz,4,110000,Individual,Diesel,Manual,28.09,1248,88.5,5,600000
Ertiga,5,132000,Individual,Diesel,Manual,24.52,1248,88.5,7,800000
Figo,10,60000,Individual,Diesel,Manual,20.0,1399,68.0,5,230000
Creta,6,69000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,900000
Ciaz,3,20360,Dealer,Petrol,Automatic,20.28,1462,103.25,5,875000
Innova,5,87000,Individual,Diesel,Manual,13.68,2393,147.8,7,1700000
A4,10,100000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,780000
Grand,3,11300,Dealer,Petrol,Manual,18.9,1197,81.86,5,525000
Hexa,2,42187,Dealer,Diesel,Manual,17.6,2179,153.86,7,1495000
Grand,8,23135,Dealer,Petrol,Manual,18.9,1197,82.0,5,450000
7,14,60000,Dealer,Diesel,Automatic,14.49,2993,258.0,5,465000
Alto,4,45000,Dealer,CNG,Manual,33.44,796,40.3,4,290000
Ertiga,7,120000,Individual,Diesel,Manual,20.77,1248,88.8,7,725000
City,16,60000,Individual,Petrol,Manual,13.0,1493,100.0,5,225000
Innova,7,50000,Dealer,Diesel,Manual,12.8,2494,102.0,7,950000
5,5,24000,Dealer,Diesel,Automatic,18.12,1995,190.0,5,3800000
Eeco,2,7557,Dealer,Petrol,Manual,16.11,1196,72.42,5,450000
Figo,6,120000,Individual,Diesel,Manual,20.0,1399,68.05,5,280000
Amaze,3,20000,Individual,Petrol,Manual,17.8,1198,86.7,5,530000
i20,6,44726,Dealer,Petrol,Manual,18.6,1197,81.83,5,550000
Scorpio,5,63452,Dealer,Diesel,Manual,15.4,2179,120.0,7,1070000
Verna,2,45000,Dealer,Petrol,Automatic,17.0,1591,121.3,5,1225000
Ciaz,6,48000,Dealer,Diesel,Manual,26.21,1248,88.5,5,685000
Figo,9,60000,Dealer,Diesel,Manual,20.0,1399,68.0,5,220000
